,task_id,result_return_code,model
142,..\envs\python\qa,1,gpt-4
143,..\envs\python\qa,1,gpt-4
144,..\envs\python\qa,0,gpt-4
145,..\envs\python\qa,1,gpt-4
146,..\envs\python\qa,0,gpt-4
147,..\envs\python\qa,1,gpt-4
148,..\envs\python\qa,1,gpt-4
149,..\envs\python\qa,0,gpt-4
150,..\envs\python\qa,0,gpt-4
151,..\envs\python\qa,1,gpt-4
152,..\envs\python\qa,1,gpt-4
153,..\envs\python\qa,0,gpt-4
154,..\envs\python\qa,1,gpt-4
155,..\envs\python\qa,0,gpt-4
156,..\envs\python\qa,0,gpt-4
157,..\envs\python\qa,1,gpt-4
158,..\envs\python\qa,1,gpt-4
159,..\envs\python\qa,0,gpt-4
160,..\envs\python\qa,0,gpt-4
161,..\envs\python\qa,1,gpt-4
162,..\envs\python\qa,0,gpt-4
163,..\envs\python\qa,1,gpt-4
164,..\envs\python\qa,1,gpt-4
165,..\envs\python\qa,0,gpt-4
166,..\envs\python\qa,1,gpt-4
167,..\envs\python\qa,0,gpt-4
168,..\envs\python\qa,1,gpt-4
169,..\envs\python\qa,0,gpt-4
170,..\envs\python\qa,0,gpt-4
171,..\envs\python\qa,0,gpt-4
172,..\envs\python\qa,0,gpt-4
173,..\envs\python\qa,0,gpt-4
174,..\envs\python\qa,0,gpt-4
175,..\envs\python\qa,0,gpt-4
176,..\envs\python\qa,1,gpt-4
177,..\envs\python\qa,1,gpt-4
178,..\envs\python\qa,0,gpt-4
179,..\envs\python\qa,0,gpt-4
180,..\envs\python\qa,0,gpt-4
181,..\envs\python\qa,1,gpt-4
182,..\envs\python\qa,0,gpt-4
183,..\envs\python\qa,0,gpt-4
184,..\envs\python\qa,0,gpt-4
185,..\envs\python\qa,0,gpt-4
186,..\envs\python\qa,1,gpt-4
187,..\envs\python\qa,0,gpt-4
188,..\envs\python\qa,1,gpt-4
189,..\envs\python\qa,0,gpt-4
190,..\envs\python\qa,1,gpt-4
191,..\envs\python\qa,0,gpt-4
192,..\envs\python\qa,1,gpt-4
193,..\envs\python\qa,0,gpt-4
194,..\envs\python\qa,0,gpt-4
195,..\envs\python\qa,1,gpt-4
196,..\envs\python\qa,0,gpt-4
197,..\envs\python\qa,1,gpt-4
198,..\envs\python\qa,1,gpt-4
199,..\envs\python\qa,1,gpt-4
200,..\envs\python\qa,1,gpt-4
201,..\envs\python\qa,1,gpt-4
202,..\envs\python\qa,1,gpt-4
203,..\envs\python\qa,1,gpt-4
204,..\envs\python\qa,1,gpt-4
205,..\envs\python\qa,1,gpt-4
206,..\envs\python\qa,0,gpt-4
207,..\envs\python\qa,1,gpt-4
208,..\envs\python\qa,1,gpt-4
209,..\envs\python\qa,0,gpt-4
210,..\envs\python\qa,0,gpt-4
211,..\envs\python\qa,0,gpt-4
212,..\envs\python\qa,1,gpt-4
213,..\envs\python\qa,0,gpt-4
214,..\envs\python\qa,0,gpt-4
215,..\envs\python\qa,1,gpt-4
216,..\envs\python\qa,1,gpt-4
217,..\envs\python\qa,1,gpt-4
218,..\envs\python\qa,1,gpt-4
219,..\envs\python\qa,0,gpt-4
220,..\envs\python\qa,0,gpt-4
221,..\envs\python\qa,0,gpt-4
222,..\envs\python\qa,0,gpt-4
223,..\envs\python\qa,0,gpt-4
224,..\envs\python\qa,0,gpt-4
225,..\envs\python\qa,0,gpt-4
226,..\envs\python\qa,0,gpt-4
227,..\envs\python\qa,0,gpt-4
228,..\envs\python\qa,1,gpt-4
229,..\envs\python\qa,0,gpt-4
230,..\envs\python\qa,1,gpt-4
231,..\envs\python\qa,0,gpt-4
232,..\envs\python\qa,1,gpt-4
233,..\envs\python\qa,0,gpt-4
234,..\envs\python\qa,1,gpt-4
235,..\envs\python\qa,1,gpt-4
236,..\envs\python\qa,0,gpt-4
237,..\envs\python\qa,0,gpt-4
238,..\envs\python\qa,1,gpt-4
239,..\envs\python\qa,0,gpt-4
240,..\envs\python\qa,1,gpt-4
241,..\envs\python\qa,1,gpt-4
242,..\envs\python\qa,1,gpt-4
243,..\envs\python\qa,1,gpt-4
244,..\envs\python\qa,0,gpt-4
245,..\envs\python\qa,0,gpt-4
246,..\envs\python\qa,1,gpt-4
247,..\envs\python\qa,1,gpt-4
248,..\envs\python\qa,1,gpt-4
249,..\envs\python\qa,1,gpt-4
250,..\envs\python\qa,1,gpt-4
251,..\envs\python\qa,0,gpt-4
252,..\envs\python\qa,0,gpt-4
253,..\envs\python\qa,0,gpt-4
254,..\envs\python\qa,0,gpt-4
255,..\envs\python\qa,1,gpt-4
256,..\envs\python\qa,0,gpt-4
257,..\envs\python\qa,0,gpt-4
258,..\envs\python\qa,0,gpt-4
259,..\envs\python\qa,1,gpt-4
260,..\envs\python\qa,0,gpt-4
261,..\envs\python\qa,0,gpt-4
262,..\envs\python\qa,1,gpt-4
263,..\envs\python\qa,1,gpt-4
264,..\envs\python\qa,1,gpt-4
265,..\envs\python\qa,1,gpt-4
266,..\envs\python\qa,0,gpt-4
267,..\envs\python\qa,0,gpt-4
268,..\envs\python\qa,0,gpt-4
269,..\envs\python\qa,0,gpt-4
270,..\envs\python\qa,0,gpt-4
271,..\envs\python\qa,0,gpt-4
272,..\envs\python\qa,1,gpt-4
273,..\envs\python\qa,1,gpt-4
274,..\envs\python\qa,1,gpt-4
275,..\envs\python\qa,1,gpt-4
276,..\envs\python\qa,1,gpt-4
277,..\envs\python\qa,0,gpt-4
278,..\envs\python\qa,1,gpt-4
279,..\envs\python\qa,0,gpt-4
280,..\envs\python\qa,0,gpt-4
281,..\envs\python\qa,1,gpt-4
282,..\envs\python\qa,1,gpt-4
283,..\envs\python\qa,0,gpt-4
284,..\envs\python\qa,0,gpt-4
285,..\envs\python\qa,0,gpt-4
286,..\envs\python\qa,0,gpt-4
287,..\envs\python\qa,0,gpt-4
288,..\envs\python\qa,1,gpt-4
289,..\envs\python\qa,1,gpt-4
290,..\envs\python\qa,1,gpt-4
291,..\envs\python\qa,1,gpt-4
292,..\envs\python\qa,1,gpt-4
293,..\envs\python\qa,1,gpt-4
294,..\envs\python\qa,0,gpt-4
295,..\envs\python\qa,0,gpt-4
296,..\envs\python\qa,0,gpt-4
297,..\envs\python\qa,1,gpt-4
298,..\envs\python\qa,0,gpt-4
299,..\envs\python\qa,0,gpt-4
300,..\envs\python\qa,0,gpt-4
301,..\envs\python\qa,1,gpt-4
302,..\envs\python\qa,0,gpt-4
303,..\envs\python\qa,0,gpt-4
304,..\envs\python\qa,0,gpt-4
305,..\envs\python\qa,1,gpt-4
306,..\envs\python\qa,0,gpt-4
307,..\envs\python\qa,0,gpt-4
308,..\envs\python\qa,0,gpt-4
309,..\envs\python\qa,0,gpt-4
310,..\envs\python\qa,1,gpt-4
311,..\envs\python\qa,0,gpt-4
312,..\envs\python\qa,1,gpt-4
313,..\envs\python\qa,1,gpt-4
314,..\envs\python\qa,1,gpt-4
315,..\envs\python\qa,0,gpt-4
316,..\envs\python\qa,0,gpt-4
317,..\envs\python\qa,1,gpt-4
318,..\envs\python\qa,0,gpt-4
319,..\envs\python\qa,0,gpt-4
320,..\envs\python\qa,0,gpt-4
321,..\envs\python\qa,0,gpt-4
322,..\envs\python\qa,1,gpt-4
323,..\envs\python\qa,1,gpt-4
324,..\envs\python\qa,1,gpt-4
325,..\envs\python\qa,1,gpt-4
326,..\envs\python\qa,1,gpt-4
327,..\envs\python\qa,1,gpt-4
328,..\envs\python\qa,0,gpt-4
329,..\envs\python\qa,0,gpt-4
330,..\envs\python\qa,0,gpt-4
331,..\envs\python\qa,1,gpt-4
332,..\envs\python\qa,1,gpt-4
333,..\envs\python\qa,0,gpt-4
334,..\envs\python\qa,0,gpt-4
335,..\envs\python\qa,1,gpt-4
336,..\envs\python\qa,1,gpt-4
337,..\envs\python\qa,1,gpt-4
338,..\envs\python\qa,0,gpt-4
339,..\envs\python\qa,0,gpt-4
340,..\envs\python\qa,1,gpt-4
341,..\envs\python\qa,0,gpt-4
342,..\envs\python\qa,0,gpt-4
343,..\envs\python\qa,1,gpt-4
344,..\envs\python\qa,0,gpt-4
345,..\envs\python\qa,0,gpt-4
346,..\envs\python\qa,0,gpt-4
347,..\envs\python\qa,0,gpt-4
348,..\envs\python\qa,0,gpt-4
349,..\envs\python\qa,0,gpt-4
350,..\envs\python\qa,0,gpt-4
351,..\envs\python\qa,1,gpt-4
352,..\envs\python\qa,0,gpt-4
353,..\envs\python\qa,0,gpt-4
354,..\envs\python\qa,1,gpt-4
355,..\envs\python\qa,1,gpt-4
356,..\envs\python\qa,0,gpt-4
357,..\envs\python\qa,0,gpt-4
358,..\envs\python\qa,1,gpt-4
359,..\envs\python\qa,0,gpt-4
360,..\envs\python\qa,0,gpt-4
361,..\envs\python\qa,1,gpt-4
362,..\envs\python\qa,1,gpt-4
363,..\envs\python\qa,1,gpt-4
364,..\envs\python\qa,0,gpt-4
365,..\envs\python\qa,0,gpt-4
366,..\envs\python\qa,0,gpt-4
367,..\envs\python\qa,1,gpt-4
368,..\envs\python\qa,1,gpt-4
369,..\envs\python\qa,1,gpt-4
370,..\envs\python\qa,1,gpt-4
371,..\envs\python\qa,0,gpt-4
372,..\envs\python\qa,1,gpt-4
373,..\envs\python\qa,1,gpt-4
374,..\envs\python\qa,1,gpt-4
375,..\envs\python\qa,0,gpt-4
376,..\envs\python\qa,1,gpt-4
377,..\envs\python\qa,1,gpt-4
378,..\envs\python\qa,1,gpt-4
379,..\envs\python\qa,1,gpt-4
380,..\envs\python\qa,0,gpt-4
381,..\envs\python\qa,0,gpt-4
382,..\envs\python\qa,1,gpt-4
383,..\envs\python\qa,0,gpt-4
384,..\envs\python\qa,1,gpt-4
385,..\envs\python\qa,0,gpt-4
386,..\envs\python\qa,1,gpt-4
387,..\envs\python\qa,0,gpt-4
388,..\envs\python\qa,0,gpt-4
389,..\envs\python\qa,0,gpt-4
390,..\envs\python\qa,1,gpt-4
391,..\envs\python\qa,1,gpt-4
392,..\envs\python\qa,0,gpt-4
393,..\envs\python\qa,0,gpt-4
394,..\envs\python\qa,0,gpt-4
