task_id,result_return_code,model
390,1,chatglm-6b
603,1,chatglm-6b
483,1,chatglm-6b
592,1,chatglm-6b
159,1,chatglm-6b
121,1,chatglm-6b
443,1,chatglm-6b
110,1,chatglm-6b
5,1,chatglm-6b
169,1,chatglm-6b
123,1,chatglm-6b
505,1,chatglm-6b
180,1,chatglm-6b
117,1,chatglm-6b
519,1,chatglm-6b
263,1,chatglm-6b
88,1,chatglm-6b
42,1,chatglm-6b
585,1,chatglm-6b
191,1,chatglm-6b
582,1,chatglm-6b
6,1,chatglm-6b
74,1,chatglm-6b
496,1,chatglm-6b
68,1,chatglm-6b
542,1,chatglm-6b
511,1,chatglm-6b
235,1,chatglm-6b
100,1,chatglm-6b
87,1,chatglm-6b
381,1,chatglm-6b
203,1,chatglm-6b
557,1,chatglm-6b
349,1,chatglm-6b
558,1,chatglm-6b
317,1,chatglm-6b
577,1,chatglm-6b
365,1,chatglm-6b
202,1,chatglm-6b
80,1,chatglm-6b
509,1,chatglm-6b
138,1,chatglm-6b
19,1,chatglm-6b
81,1,chatglm-6b
534,1,chatglm-6b
575,1,chatglm-6b
507,1,chatglm-6b
286,1,chatglm-6b
8,1,chatglm-6b
323,1,chatglm-6b
259,1,chatglm-6b
196,1,chatglm-6b
474,1,chatglm-6b
320,1,chatglm-6b
601,1,chatglm-6b
206,1,chatglm-6b
586,1,chatglm-6b
348,1,chatglm-6b
292,1,chatglm-6b
578,1,chatglm-6b
541,0,chatglm-6b
20,1,chatglm-6b
354,0,chatglm-6b
162,0,chatglm-6b
544,0,chatglm-6b
281,0,chatglm-6b
109,0,chatglm-6b
308,0,chatglm-6b
204,0,chatglm-6b
559,0,chatglm-6b
355,0,chatglm-6b
322,0,chatglm-6b
135,0,chatglm-6b
513,0,chatglm-6b
97,0,chatglm-6b
99,0,chatglm-6b
205,0,chatglm-6b
543,0,chatglm-6b
319,0,chatglm-6b
210,0,chatglm-6b
89,1,chatglm-6b
94,1,chatglm-6b
76,1,chatglm-6b
86,1,chatglm-6b
78,1,chatglm-6b
67,1,chatglm-6b
77,1,chatglm-6b
84,1,chatglm-6b
64,1,chatglm-6b
632,1,chatglm-6b
626,1,chatglm-6b
9,1,chatglm-6b
628,1,chatglm-6b
71,1,chatglm-6b
73,1,chatglm-6b
625,1,chatglm-6b
75,1,chatglm-6b
62,1,chatglm-6b
633,1,chatglm-6b
606,1,chatglm-6b
59,1,chatglm-6b
614,1,chatglm-6b
605,1,chatglm-6b
612,1,chatglm-6b
599,1,chatglm-6b
595,1,chatglm-6b
598,1,chatglm-6b
571,1,chatglm-6b
60,1,chatglm-6b
581,1,chatglm-6b
583,1,chatglm-6b
584,1,chatglm-6b
570,1,chatglm-6b
58,1,chatglm-6b
565,1,chatglm-6b
538,1,chatglm-6b
572,1,chatglm-6b
567,1,chatglm-6b
56,1,chatglm-6b
560,1,chatglm-6b
552,1,chatglm-6b
540,1,chatglm-6b
546,1,chatglm-6b
55,1,chatglm-6b
532,1,chatglm-6b
526,1,chatglm-6b
525,1,chatglm-6b
536,1,chatglm-6b
522,1,chatglm-6b
523,1,chatglm-6b
521,1,chatglm-6b
524,1,chatglm-6b
529,1,chatglm-6b
520,1,chatglm-6b
518,1,chatglm-6b
517,1,chatglm-6b
514,1,chatglm-6b
501,1,chatglm-6b
516,1,chatglm-6b
57,1,chatglm-6b
51,1,chatglm-6b
500,1,chatglm-6b
498,1,chatglm-6b
494,1,chatglm-6b
499,1,chatglm-6b
476,1,chatglm-6b
495,1,chatglm-6b
475,1,chatglm-6b
485,1,chatglm-6b
488,1,chatglm-6b
490,1,chatglm-6b
471,1,chatglm-6b
47,1,chatglm-6b
460,1,chatglm-6b
470,1,chatglm-6b
462,1,chatglm-6b
468,1,chatglm-6b
447,1,chatglm-6b
45,1,chatglm-6b
442,1,chatglm-6b
465,1,chatglm-6b
445,1,chatglm-6b
44,1,chatglm-6b
431,1,chatglm-6b
433,1,chatglm-6b
43,1,chatglm-6b
451,1,chatglm-6b
414,1,chatglm-6b
420,1,chatglm-6b
41,1,chatglm-6b
386,1,chatglm-6b
406,1,chatglm-6b
427,1,chatglm-6b
395,1,chatglm-6b
392,1,chatglm-6b
424,1,chatglm-6b
405,1,chatglm-6b
37,1,chatglm-6b
370,1,chatglm-6b
380,1,chatglm-6b
366,1,chatglm-6b
36,1,chatglm-6b
343,1,chatglm-6b
35,1,chatglm-6b
369,1,chatglm-6b
358,1,chatglm-6b
350,1,chatglm-6b
341,1,chatglm-6b
331,1,chatglm-6b
318,1,chatglm-6b
326,1,chatglm-6b
31,1,chatglm-6b
315,1,chatglm-6b
300,1,chatglm-6b
298,1,chatglm-6b
299,1,chatglm-6b
305,1,chatglm-6b
269,1,chatglm-6b
291,1,chatglm-6b
27,1,chatglm-6b
282,1,chatglm-6b
293,1,chatglm-6b
264,1,chatglm-6b
266,1,chatglm-6b
262,1,chatglm-6b
258,1,chatglm-6b
26,1,chatglm-6b
260,1,chatglm-6b
250,1,chatglm-6b
253,1,chatglm-6b
25,1,chatglm-6b
240,1,chatglm-6b
24,1,chatglm-6b
233,1,chatglm-6b
241,1,chatglm-6b
234,1,chatglm-6b
255,1,chatglm-6b
232,1,chatglm-6b
249,1,chatglm-6b
230,1,chatglm-6b
227,1,chatglm-6b
226,1,chatglm-6b
231,1,chatglm-6b
224,1,chatglm-6b
219,1,chatglm-6b
220,1,chatglm-6b
214,1,chatglm-6b
207,1,chatglm-6b
21,1,chatglm-6b
215,1,chatglm-6b
313,1,chatglm-6b
190,1,chatglm-6b
209,1,chatglm-6b
187,1,chatglm-6b
184,1,chatglm-6b
197,1,chatglm-6b
189,1,chatglm-6b
181,1,chatglm-6b
183,1,chatglm-6b
18,1,chatglm-6b
178,1,chatglm-6b
177,1,chatglm-6b
174,1,chatglm-6b
179,1,chatglm-6b
168,1,chatglm-6b
170,1,chatglm-6b
176,1,chatglm-6b
166,1,chatglm-6b
156,1,chatglm-6b
157,1,chatglm-6b
154,1,chatglm-6b
155,1,chatglm-6b
160,1,chatglm-6b
158,1,chatglm-6b
150,1,chatglm-6b
153,1,chatglm-6b
147,1,chatglm-6b
140,1,chatglm-6b
146,1,chatglm-6b
148,1,chatglm-6b
145,1,chatglm-6b
143,1,chatglm-6b
139,1,chatglm-6b
141,1,chatglm-6b
137,1,chatglm-6b
134,1,chatglm-6b
13,1,chatglm-6b
133,1,chatglm-6b
129,1,chatglm-6b
122,1,chatglm-6b
12,1,chatglm-6b
125,1,chatglm-6b
130,1,chatglm-6b
119,1,chatglm-6b
120,1,chatglm-6b
11,1,chatglm-6b
112,1,chatglm-6b
113,1,chatglm-6b
116,1,chatglm-6b
107,1,chatglm-6b
108,1,chatglm-6b
1,1,chatglm-6b
101,1,chatglm-6b
545,1,chatglm-6b
