,task_id,result_return_code,model
276,532,1,chatglm-6b
277,533,1,chatglm-6b
278,534,1,chatglm-6b
279,535,1,chatglm-6b
280,536,1,chatglm-6b
281,537,1,chatglm-6b
282,53,1,chatglm-6b
283,540,1,chatglm-6b
284,541,1,chatglm-6b
285,542,1,chatglm-6b
286,543,0,chatglm-6b
287,544,1,chatglm-6b
288,545,1,chatglm-6b
289,546,1,chatglm-6b
290,547,1,chatglm-6b
291,548,1,chatglm-6b
292,549,1,chatglm-6b
293,54,1,chatglm-6b
294,550,1,chatglm-6b
295,551,1,chatglm-6b
296,552,1,chatglm-6b
297,555,1,chatglm-6b
298,557,0,chatglm-6b
299,558,1,chatglm-6b
300,559,1,chatglm-6b
301,55,1,chatglm-6b
302,560,1,chatglm-6b
303,565,1,chatglm-6b
304,566,1,chatglm-6b
305,567,1,chatglm-6b
306,569,1,chatglm-6b
307,571,1,chatglm-6b
308,575,1,chatglm-6b
309,576,1,chatglm-6b
310,577,1,chatglm-6b
311,578,1,chatglm-6b
312,57,1,chatglm-6b
313,581,1,chatglm-6b
314,582,1,chatglm-6b
315,583,1,chatglm-6b
316,584,1,chatglm-6b
317,585,1,chatglm-6b
318,586,1,chatglm-6b
319,589,1,chatglm-6b
320,58,0,chatglm-6b
321,590,1,chatglm-6b
322,592,1,chatglm-6b
323,594,1,chatglm-6b
324,595,1,chatglm-6b
325,597,1,chatglm-6b
326,598,1,chatglm-6b
327,599,1,chatglm-6b
328,59,1,chatglm-6b
329,5,1,chatglm-6b
330,601,1,chatglm-6b
331,603,1,chatglm-6b
332,604,1,chatglm-6b
333,605,1,chatglm-6b
334,606,1,chatglm-6b
335,609,1,chatglm-6b
336,60,1,chatglm-6b
337,611,1,chatglm-6b
338,612,1,chatglm-6b
339,614,1,chatglm-6b
340,615,1,chatglm-6b
341,616,1,chatglm-6b
342,617,1,chatglm-6b
343,625,1,chatglm-6b
344,626,1,chatglm-6b
345,628,1,chatglm-6b
346,62,1,chatglm-6b
347,630,1,chatglm-6b
348,631,1,chatglm-6b
349,632,1,chatglm-6b
350,633,1,chatglm-6b
351,63,1,chatglm-6b
352,64,1,chatglm-6b
353,65,1,chatglm-6b
354,66,1,chatglm-6b
355,67,1,chatglm-6b
356,68,1,chatglm-6b
357,6,1,chatglm-6b
358,70,1,chatglm-6b
359,71,1,chatglm-6b
360,72,1,chatglm-6b
361,73,1,chatglm-6b
362,74,1,chatglm-6b
363,75,1,chatglm-6b
364,76,0,chatglm-6b
365,77,1,chatglm-6b
366,78,1,chatglm-6b
367,79,1,chatglm-6b
368,80,1,chatglm-6b
369,81,1,chatglm-6b
370,82,1,chatglm-6b
371,83,1,chatglm-6b
372,84,1,chatglm-6b
373,85,1,chatglm-6b
374,86,1,chatglm-6b
375,87,1,chatglm-6b
376,88,1,chatglm-6b
377,89,1,chatglm-6b
378,8,1,chatglm-6b
379,92,1,chatglm-6b
380,93,1,chatglm-6b
381,94,1,chatglm-6b
382,95,1,chatglm-6b
383,96,1,chatglm-6b
384,97,1,chatglm-6b
385,99,0,chatglm-6b
386,9,0,chatglm-6b
