,task_id,result_return_code,model
51,153,1,Mistral-7B-Instruct-v0.3
52,154,1,Mistral-7B-Instruct-v0.3
53,155,1,Mistral-7B-Instruct-v0.3
54,156,0,Mistral-7B-Instruct-v0.3
55,157,0,Mistral-7B-Instruct-v0.3
56,158,1,Mistral-7B-Instruct-v0.3
57,159,1,Mistral-7B-Instruct-v0.3
58,160,1,Mistral-7B-Instruct-v0.3
59,161,1,Mistral-7B-Instruct-v0.3
60,162,0,Mistral-7B-Instruct-v0.3
61,163,1,Mistral-7B-Instruct-v0.3
62,164,0,Mistral-7B-Instruct-v0.3
63,165,1,Mistral-7B-Instruct-v0.3
64,166,0,Mistral-7B-Instruct-v0.3
65,167,0,Mistral-7B-Instruct-v0.3
66,168,1,Mistral-7B-Instruct-v0.3
67,169,0,Mistral-7B-Instruct-v0.3
68,170,1,Mistral-7B-Instruct-v0.3
69,173,0,Mistral-7B-Instruct-v0.3
70,174,1,Mistral-7B-Instruct-v0.3
71,175,1,Mistral-7B-Instruct-v0.3
72,176,1,Mistral-7B-Instruct-v0.3
73,177,1,Mistral-7B-Instruct-v0.3
74,178,1,Mistral-7B-Instruct-v0.3
75,179,1,Mistral-7B-Instruct-v0.3
76,17,1,Mistral-7B-Instruct-v0.3
77,180,1,Mistral-7B-Instruct-v0.3
78,181,0,Mistral-7B-Instruct-v0.3
79,182,1,Mistral-7B-Instruct-v0.3
80,183,1,Mistral-7B-Instruct-v0.3
81,184,1,Mistral-7B-Instruct-v0.3
82,187,1,Mistral-7B-Instruct-v0.3
83,188,0,Mistral-7B-Instruct-v0.3
84,189,0,Mistral-7B-Instruct-v0.3
85,18,1,Mistral-7B-Instruct-v0.3
86,190,1,Mistral-7B-Instruct-v0.3
87,191,1,Mistral-7B-Instruct-v0.3
88,192,1,Mistral-7B-Instruct-v0.3
89,193,1,Mistral-7B-Instruct-v0.3
90,194,1,Mistral-7B-Instruct-v0.3
91,195,1,Mistral-7B-Instruct-v0.3
92,196,1,Mistral-7B-Instruct-v0.3
93,197,0,Mistral-7B-Instruct-v0.3
94,198,1,Mistral-7B-Instruct-v0.3
95,19,1,Mistral-7B-Instruct-v0.3
96,1,0,Mistral-7B-Instruct-v0.3
97,200,1,Mistral-7B-Instruct-v0.3
98,202,1,Mistral-7B-Instruct-v0.3
99,203,1,Mistral-7B-Instruct-v0.3
100,204,0,Mistral-7B-Instruct-v0.3
101,205,0,Mistral-7B-Instruct-v0.3
102,206,1,Mistral-7B-Instruct-v0.3
103,207,1,Mistral-7B-Instruct-v0.3
104,208,1,Mistral-7B-Instruct-v0.3
105,209,1,Mistral-7B-Instruct-v0.3
106,20,1,Mistral-7B-Instruct-v0.3
107,210,0,Mistral-7B-Instruct-v0.3
108,213,1,Mistral-7B-Instruct-v0.3
109,214,1,Mistral-7B-Instruct-v0.3
110,215,0,Mistral-7B-Instruct-v0.3
111,216,1,Mistral-7B-Instruct-v0.3
112,219,1,Mistral-7B-Instruct-v0.3
113,21,1,Mistral-7B-Instruct-v0.3
114,220,0,Mistral-7B-Instruct-v0.3
115,221,1,Mistral-7B-Instruct-v0.3
116,224,0,Mistral-7B-Instruct-v0.3
117,226,1,Mistral-7B-Instruct-v0.3
118,227,0,Mistral-7B-Instruct-v0.3
119,229,1,Mistral-7B-Instruct-v0.3
120,22,1,Mistral-7B-Instruct-v0.3
121,230,1,Mistral-7B-Instruct-v0.3
122,231,0,Mistral-7B-Instruct-v0.3
123,232,1,Mistral-7B-Instruct-v0.3
124,233,1,Mistral-7B-Instruct-v0.3
125,234,1,Mistral-7B-Instruct-v0.3
126,235,1,Mistral-7B-Instruct-v0.3
127,23,1,Mistral-7B-Instruct-v0.3
128,240,1,Mistral-7B-Instruct-v0.3
129,241,1,Mistral-7B-Instruct-v0.3
130,242,1,Mistral-7B-Instruct-v0.3
131,244,1,Mistral-7B-Instruct-v0.3
132,248,0,Mistral-7B-Instruct-v0.3
133,249,1,Mistral-7B-Instruct-v0.3
134,24,0,Mistral-7B-Instruct-v0.3
135,250,1,Mistral-7B-Instruct-v0.3
136,252,1,Mistral-7B-Instruct-v0.3
137,253,1,Mistral-7B-Instruct-v0.3
138,255,1,Mistral-7B-Instruct-v0.3
139,256,1,Mistral-7B-Instruct-v0.3
140,258,1,Mistral-7B-Instruct-v0.3
141,259,0,Mistral-7B-Instruct-v0.3
142,25,1,Mistral-7B-Instruct-v0.3
143,260,0,Mistral-7B-Instruct-v0.3
144,262,1,Mistral-7B-Instruct-v0.3
145,263,1,Mistral-7B-Instruct-v0.3
146,264,1,Mistral-7B-Instruct-v0.3
147,266,1,Mistral-7B-Instruct-v0.3
148,267,1,Mistral-7B-Instruct-v0.3
149,268,1,Mistral-7B-Instruct-v0.3
150,269,0,Mistral-7B-Instruct-v0.3
151,26,0,Mistral-7B-Instruct-v0.3
152,27,0,Mistral-7B-Instruct-v0.3
153,281,0,Mistral-7B-Instruct-v0.3
154,282,0,Mistral-7B-Instruct-v0.3
155,286,0,Mistral-7B-Instruct-v0.3
156,28,1,Mistral-7B-Instruct-v0.3
157,290,1,Mistral-7B-Instruct-v0.3
158,291,1,Mistral-7B-Instruct-v0.3
159,292,1,Mistral-7B-Instruct-v0.3
160,293,0,Mistral-7B-Instruct-v0.3
161,298,1,Mistral-7B-Instruct-v0.3
162,299,1,Mistral-7B-Instruct-v0.3
163,300,1,Mistral-7B-Instruct-v0.3
164,305,1,Mistral-7B-Instruct-v0.3
165,306,0,Mistral-7B-Instruct-v0.3
166,308,1,Mistral-7B-Instruct-v0.3
167,313,1,Mistral-7B-Instruct-v0.3
168,315,1,Mistral-7B-Instruct-v0.3
169,317,1,Mistral-7B-Instruct-v0.3
170,318,1,Mistral-7B-Instruct-v0.3
171,319,0,Mistral-7B-Instruct-v0.3
172,31,1,Mistral-7B-Instruct-v0.3
173,320,1,Mistral-7B-Instruct-v0.3
174,322,0,Mistral-7B-Instruct-v0.3
175,323,0,Mistral-7B-Instruct-v0.3
176,326,1,Mistral-7B-Instruct-v0.3
177,331,0,Mistral-7B-Instruct-v0.3
178,334,1,Mistral-7B-Instruct-v0.3
179,33,0,Mistral-7B-Instruct-v0.3
180,341,0,Mistral-7B-Instruct-v0.3
181,342,1,Mistral-7B-Instruct-v0.3
182,343,0,Mistral-7B-Instruct-v0.3
183,348,1,Mistral-7B-Instruct-v0.3
184,349,1,Mistral-7B-Instruct-v0.3
185,350,1,Mistral-7B-Instruct-v0.3
186,351,1,Mistral-7B-Instruct-v0.3
187,352,0,Mistral-7B-Instruct-v0.3
188,354,0,Mistral-7B-Instruct-v0.3
189,355,0,Mistral-7B-Instruct-v0.3
190,356,0,Mistral-7B-Instruct-v0.3
191,357,0,Mistral-7B-Instruct-v0.3
192,358,1,Mistral-7B-Instruct-v0.3
193,359,1,Mistral-7B-Instruct-v0.3
194,35,1,Mistral-7B-Instruct-v0.3
195,360,1,Mistral-7B-Instruct-v0.3
196,361,1,Mistral-7B-Instruct-v0.3
197,365,0,Mistral-7B-Instruct-v0.3
198,366,1,Mistral-7B-Instruct-v0.3
199,369,1,Mistral-7B-Instruct-v0.3
200,36,0,Mistral-7B-Instruct-v0.3
201,370,1,Mistral-7B-Instruct-v0.3
202,37,1,Mistral-7B-Instruct-v0.3
203,380,1,Mistral-7B-Instruct-v0.3
204,381,1,Mistral-7B-Instruct-v0.3
205,386,0,Mistral-7B-Instruct-v0.3
206,390,1,Mistral-7B-Instruct-v0.3
207,392,1,Mistral-7B-Instruct-v0.3
208,395,1,Mistral-7B-Instruct-v0.3
209,396,0,Mistral-7B-Instruct-v0.3
210,398,0,Mistral-7B-Instruct-v0.3
211,401,1,Mistral-7B-Instruct-v0.3
212,404,1,Mistral-7B-Instruct-v0.3
213,405,1,Mistral-7B-Instruct-v0.3
214,406,1,Mistral-7B-Instruct-v0.3
215,410,1,Mistral-7B-Instruct-v0.3
216,412,1,Mistral-7B-Instruct-v0.3
217,413,1,Mistral-7B-Instruct-v0.3
218,414,1,Mistral-7B-Instruct-v0.3
219,418,0,Mistral-7B-Instruct-v0.3
220,41,1,Mistral-7B-Instruct-v0.3
221,420,1,Mistral-7B-Instruct-v0.3
222,423,1,Mistral-7B-Instruct-v0.3
223,424,0,Mistral-7B-Instruct-v0.3
224,427,1,Mistral-7B-Instruct-v0.3
225,428,1,Mistral-7B-Instruct-v0.3
226,42,0,Mistral-7B-Instruct-v0.3
227,430,0,Mistral-7B-Instruct-v0.3
228,431,1,Mistral-7B-Instruct-v0.3
229,433,1,Mistral-7B-Instruct-v0.3
230,438,0,Mistral-7B-Instruct-v0.3
231,43,1,Mistral-7B-Instruct-v0.3
232,442,1,Mistral-7B-Instruct-v0.3
233,443,1,Mistral-7B-Instruct-v0.3
234,444,1,Mistral-7B-Instruct-v0.3
235,445,1,Mistral-7B-Instruct-v0.3
236,447,0,Mistral-7B-Instruct-v0.3
237,449,0,Mistral-7B-Instruct-v0.3
238,44,0,Mistral-7B-Instruct-v0.3
239,450,0,Mistral-7B-Instruct-v0.3
240,451,0,Mistral-7B-Instruct-v0.3
241,45,1,Mistral-7B-Instruct-v0.3
242,460,1,Mistral-7B-Instruct-v0.3
243,461,1,Mistral-7B-Instruct-v0.3
244,462,1,Mistral-7B-Instruct-v0.3
245,463,1,Mistral-7B-Instruct-v0.3
246,465,0,Mistral-7B-Instruct-v0.3
247,468,1,Mistral-7B-Instruct-v0.3
248,469,0,Mistral-7B-Instruct-v0.3
249,46,1,Mistral-7B-Instruct-v0.3
250,470,1,Mistral-7B-Instruct-v0.3
251,471,1,Mistral-7B-Instruct-v0.3
252,474,1,Mistral-7B-Instruct-v0.3
253,475,0,Mistral-7B-Instruct-v0.3
254,476,1,Mistral-7B-Instruct-v0.3
255,477,1,Mistral-7B-Instruct-v0.3
256,478,1,Mistral-7B-Instruct-v0.3
257,47,1,Mistral-7B-Instruct-v0.3
258,481,1,Mistral-7B-Instruct-v0.3
259,482,1,Mistral-7B-Instruct-v0.3
260,483,0,Mistral-7B-Instruct-v0.3
261,485,1,Mistral-7B-Instruct-v0.3
262,486,0,Mistral-7B-Instruct-v0.3
263,487,0,Mistral-7B-Instruct-v0.3
264,488,1,Mistral-7B-Instruct-v0.3
265,490,1,Mistral-7B-Instruct-v0.3
266,491,1,Mistral-7B-Instruct-v0.3
267,492,1,Mistral-7B-Instruct-v0.3
268,493,1,Mistral-7B-Instruct-v0.3
269,494,1,Mistral-7B-Instruct-v0.3
270,495,1,Mistral-7B-Instruct-v0.3
271,496,1,Mistral-7B-Instruct-v0.3
272,498,0,Mistral-7B-Instruct-v0.3
273,499,1,Mistral-7B-Instruct-v0.3
274,500,0,Mistral-7B-Instruct-v0.3
275,501,0,Mistral-7B-Instruct-v0.3
276,505,1,Mistral-7B-Instruct-v0.3
277,506,1,Mistral-7B-Instruct-v0.3
278,507,0,Mistral-7B-Instruct-v0.3
279,509,0,Mistral-7B-Instruct-v0.3
280,510,1,Mistral-7B-Instruct-v0.3
281,511,0,Mistral-7B-Instruct-v0.3
282,512,1,Mistral-7B-Instruct-v0.3
283,513,0,Mistral-7B-Instruct-v0.3
284,514,0,Mistral-7B-Instruct-v0.3
285,515,0,Mistral-7B-Instruct-v0.3
286,516,0,Mistral-7B-Instruct-v0.3
287,517,0,Mistral-7B-Instruct-v0.3
288,518,0,Mistral-7B-Instruct-v0.3
289,519,0,Mistral-7B-Instruct-v0.3
290,51,1,Mistral-7B-Instruct-v0.3
291,520,1,Mistral-7B-Instruct-v0.3
292,521,1,Mistral-7B-Instruct-v0.3
293,522,0,Mistral-7B-Instruct-v0.3
294,523,0,Mistral-7B-Instruct-v0.3
295,524,0,Mistral-7B-Instruct-v0.3
296,525,0,Mistral-7B-Instruct-v0.3
297,526,1,Mistral-7B-Instruct-v0.3
298,527,1,Mistral-7B-Instruct-v0.3
299,528,1,Mistral-7B-Instruct-v0.3
300,529,1,Mistral-7B-Instruct-v0.3
301,52,1,Mistral-7B-Instruct-v0.3
302,530,0,Mistral-7B-Instruct-v0.3
303,532,0,Mistral-7B-Instruct-v0.3
304,533,0,Mistral-7B-Instruct-v0.3
305,534,0,Mistral-7B-Instruct-v0.3
306,535,1,Mistral-7B-Instruct-v0.3
307,536,1,Mistral-7B-Instruct-v0.3
308,537,1,Mistral-7B-Instruct-v0.3
309,538,1,Mistral-7B-Instruct-v0.3
310,53,1,Mistral-7B-Instruct-v0.3
311,540,1,Mistral-7B-Instruct-v0.3
312,541,1,Mistral-7B-Instruct-v0.3
313,542,0,Mistral-7B-Instruct-v0.3
314,543,0,Mistral-7B-Instruct-v0.3
315,544,0,Mistral-7B-Instruct-v0.3
316,545,0,Mistral-7B-Instruct-v0.3
317,546,0,Mistral-7B-Instruct-v0.3
318,547,0,Mistral-7B-Instruct-v0.3
319,548,0,Mistral-7B-Instruct-v0.3
320,549,1,Mistral-7B-Instruct-v0.3
321,54,1,Mistral-7B-Instruct-v0.3
322,550,1,Mistral-7B-Instruct-v0.3
323,551,0,Mistral-7B-Instruct-v0.3
324,552,1,Mistral-7B-Instruct-v0.3
325,555,1,Mistral-7B-Instruct-v0.3
326,557,0,Mistral-7B-Instruct-v0.3
327,558,0,Mistral-7B-Instruct-v0.3
328,559,0,Mistral-7B-Instruct-v0.3
329,55,1,Mistral-7B-Instruct-v0.3
330,560,1,Mistral-7B-Instruct-v0.3
331,565,0,Mistral-7B-Instruct-v0.3
332,566,1,Mistral-7B-Instruct-v0.3
333,567,1,Mistral-7B-Instruct-v0.3
334,569,1,Mistral-7B-Instruct-v0.3
335,56,1,Mistral-7B-Instruct-v0.3
336,570,1,Mistral-7B-Instruct-v0.3
337,571,1,Mistral-7B-Instruct-v0.3
338,572,1,Mistral-7B-Instruct-v0.3
339,575,0,Mistral-7B-Instruct-v0.3
340,576,0,Mistral-7B-Instruct-v0.3
341,577,0,Mistral-7B-Instruct-v0.3
342,578,1,Mistral-7B-Instruct-v0.3
343,57,1,Mistral-7B-Instruct-v0.3
344,581,1,Mistral-7B-Instruct-v0.3
345,582,1,Mistral-7B-Instruct-v0.3
346,583,1,Mistral-7B-Instruct-v0.3
347,584,1,Mistral-7B-Instruct-v0.3
348,585,1,Mistral-7B-Instruct-v0.3
349,586,1,Mistral-7B-Instruct-v0.3
350,589,1,Mistral-7B-Instruct-v0.3
351,58,0,Mistral-7B-Instruct-v0.3
352,590,1,Mistral-7B-Instruct-v0.3
353,591,1,Mistral-7B-Instruct-v0.3
354,592,1,Mistral-7B-Instruct-v0.3
355,594,0,Mistral-7B-Instruct-v0.3
356,595,0,Mistral-7B-Instruct-v0.3
357,597,1,Mistral-7B-Instruct-v0.3
358,598,1,Mistral-7B-Instruct-v0.3
359,599,1,Mistral-7B-Instruct-v0.3
360,59,0,Mistral-7B-Instruct-v0.3
361,5,0,Mistral-7B-Instruct-v0.3
362,601,1,Mistral-7B-Instruct-v0.3
363,603,0,Mistral-7B-Instruct-v0.3
364,604,1,Mistral-7B-Instruct-v0.3
365,605,1,Mistral-7B-Instruct-v0.3
366,606,0,Mistral-7B-Instruct-v0.3
367,608,1,Mistral-7B-Instruct-v0.3
368,609,0,Mistral-7B-Instruct-v0.3
369,60,0,Mistral-7B-Instruct-v0.3
370,610,1,Mistral-7B-Instruct-v0.3
371,611,0,Mistral-7B-Instruct-v0.3
372,612,0,Mistral-7B-Instruct-v0.3
373,614,0,Mistral-7B-Instruct-v0.3
374,615,0,Mistral-7B-Instruct-v0.3
375,616,1,Mistral-7B-Instruct-v0.3
376,617,0,Mistral-7B-Instruct-v0.3
377,623,1,Mistral-7B-Instruct-v0.3
378,625,1,Mistral-7B-Instruct-v0.3
379,626,1,Mistral-7B-Instruct-v0.3
380,628,0,Mistral-7B-Instruct-v0.3
381,62,0,Mistral-7B-Instruct-v0.3
382,630,0,Mistral-7B-Instruct-v0.3
383,631,1,Mistral-7B-Instruct-v0.3
384,632,1,Mistral-7B-Instruct-v0.3
385,633,0,Mistral-7B-Instruct-v0.3
386,63,1,Mistral-7B-Instruct-v0.3
387,64,1,Mistral-7B-Instruct-v0.3
388,65,0,Mistral-7B-Instruct-v0.3
389,67,1,Mistral-7B-Instruct-v0.3
390,68,1,Mistral-7B-Instruct-v0.3
391,6,1,Mistral-7B-Instruct-v0.3
392,70,1,Mistral-7B-Instruct-v0.3
393,71,1,Mistral-7B-Instruct-v0.3
394,72,1,Mistral-7B-Instruct-v0.3
395,73,1,Mistral-7B-Instruct-v0.3
396,74,1,Mistral-7B-Instruct-v0.3
397,75,1,Mistral-7B-Instruct-v0.3
398,76,1,Mistral-7B-Instruct-v0.3
399,77,1,Mistral-7B-Instruct-v0.3
400,78,1,Mistral-7B-Instruct-v0.3
401,79,1,Mistral-7B-Instruct-v0.3
402,80,1,Mistral-7B-Instruct-v0.3
403,81,0,Mistral-7B-Instruct-v0.3
404,82,1,Mistral-7B-Instruct-v0.3
405,83,0,Mistral-7B-Instruct-v0.3
406,84,1,Mistral-7B-Instruct-v0.3
407,85,0,Mistral-7B-Instruct-v0.3
408,86,1,Mistral-7B-Instruct-v0.3
409,87,1,Mistral-7B-Instruct-v0.3
410,88,1,Mistral-7B-Instruct-v0.3
411,89,1,Mistral-7B-Instruct-v0.3
412,8,1,Mistral-7B-Instruct-v0.3
413,92,0,Mistral-7B-Instruct-v0.3
414,93,1,Mistral-7B-Instruct-v0.3
415,95,0,Mistral-7B-Instruct-v0.3
416,96,1,Mistral-7B-Instruct-v0.3
417,97,0,Mistral-7B-Instruct-v0.3
418,99,0,Mistral-7B-Instruct-v0.3
419,9,0,Mistral-7B-Instruct-v0.3
