,task_id,result_return_code,model
138,27,0,deepseek-coder-6.7b-instruct
139,281,0,deepseek-coder-6.7b-instruct
140,282,0,deepseek-coder-6.7b-instruct
141,286,0,deepseek-coder-6.7b-instruct
142,28,0,deepseek-coder-6.7b-instruct
143,290,1,deepseek-coder-6.7b-instruct
144,291,1,deepseek-coder-6.7b-instruct
145,292,1,deepseek-coder-6.7b-instruct
146,293,0,deepseek-coder-6.7b-instruct
147,298,1,deepseek-coder-6.7b-instruct
148,299,1,deepseek-coder-6.7b-instruct
149,305,0,deepseek-coder-6.7b-instruct
150,306,0,deepseek-coder-6.7b-instruct
151,308,0,deepseek-coder-6.7b-instruct
152,313,1,deepseek-coder-6.7b-instruct
153,315,0,deepseek-coder-6.7b-instruct
154,317,1,deepseek-coder-6.7b-instruct
155,318,0,deepseek-coder-6.7b-instruct
156,319,0,deepseek-coder-6.7b-instruct
157,31,0,deepseek-coder-6.7b-instruct
158,320,1,deepseek-coder-6.7b-instruct
159,322,0,deepseek-coder-6.7b-instruct
160,323,0,deepseek-coder-6.7b-instruct
161,326,1,deepseek-coder-6.7b-instruct
162,331,0,deepseek-coder-6.7b-instruct
163,334,1,deepseek-coder-6.7b-instruct
164,33,0,deepseek-coder-6.7b-instruct
165,341,0,deepseek-coder-6.7b-instruct
166,342,1,deepseek-coder-6.7b-instruct
167,348,0,deepseek-coder-6.7b-instruct
168,349,0,deepseek-coder-6.7b-instruct
169,350,0,deepseek-coder-6.7b-instruct
170,351,0,deepseek-coder-6.7b-instruct
171,352,0,deepseek-coder-6.7b-instruct
172,354,0,deepseek-coder-6.7b-instruct
173,355,0,deepseek-coder-6.7b-instruct
174,356,0,deepseek-coder-6.7b-instruct
175,357,0,deepseek-coder-6.7b-instruct
176,358,1,deepseek-coder-6.7b-instruct
177,359,1,deepseek-coder-6.7b-instruct
178,35,0,deepseek-coder-6.7b-instruct
179,360,1,deepseek-coder-6.7b-instruct
180,361,1,deepseek-coder-6.7b-instruct
181,365,0,deepseek-coder-6.7b-instruct
182,366,0,deepseek-coder-6.7b-instruct
183,369,1,deepseek-coder-6.7b-instruct
184,36,0,deepseek-coder-6.7b-instruct
185,370,1,deepseek-coder-6.7b-instruct
186,37,1,deepseek-coder-6.7b-instruct
187,380,0,deepseek-coder-6.7b-instruct
188,381,0,deepseek-coder-6.7b-instruct
189,386,0,deepseek-coder-6.7b-instruct
190,390,0,deepseek-coder-6.7b-instruct
191,392,0,deepseek-coder-6.7b-instruct
192,395,0,deepseek-coder-6.7b-instruct
193,396,0,deepseek-coder-6.7b-instruct
194,398,0,deepseek-coder-6.7b-instruct
195,401,0,deepseek-coder-6.7b-instruct
196,404,0,deepseek-coder-6.7b-instruct
197,405,0,deepseek-coder-6.7b-instruct
198,406,0,deepseek-coder-6.7b-instruct
199,410,1,deepseek-coder-6.7b-instruct
200,412,1,deepseek-coder-6.7b-instruct
201,413,1,deepseek-coder-6.7b-instruct
202,414,1,deepseek-coder-6.7b-instruct
203,41,0,deepseek-coder-6.7b-instruct
204,420,1,deepseek-coder-6.7b-instruct
205,423,1,deepseek-coder-6.7b-instruct
206,424,0,deepseek-coder-6.7b-instruct
207,427,1,deepseek-coder-6.7b-instruct
208,428,1,deepseek-coder-6.7b-instruct
209,42,1,deepseek-coder-6.7b-instruct
210,430,0,deepseek-coder-6.7b-instruct
211,431,1,deepseek-coder-6.7b-instruct
212,433,1,deepseek-coder-6.7b-instruct
213,438,0,deepseek-coder-6.7b-instruct
214,43,0,deepseek-coder-6.7b-instruct
215,442,0,deepseek-coder-6.7b-instruct
216,443,0,deepseek-coder-6.7b-instruct
217,444,1,deepseek-coder-6.7b-instruct
218,445,1,deepseek-coder-6.7b-instruct
219,447,0,deepseek-coder-6.7b-instruct
220,44,0,deepseek-coder-6.7b-instruct
221,450,0,deepseek-coder-6.7b-instruct
222,451,0,deepseek-coder-6.7b-instruct
223,45,0,deepseek-coder-6.7b-instruct
224,460,0,deepseek-coder-6.7b-instruct
225,461,0,deepseek-coder-6.7b-instruct
226,462,0,deepseek-coder-6.7b-instruct
227,463,0,deepseek-coder-6.7b-instruct
228,465,0,deepseek-coder-6.7b-instruct
229,468,0,deepseek-coder-6.7b-instruct
230,469,0,deepseek-coder-6.7b-instruct
231,46,0,deepseek-coder-6.7b-instruct
232,470,1,deepseek-coder-6.7b-instruct
233,471,0,deepseek-coder-6.7b-instruct
234,474,1,deepseek-coder-6.7b-instruct
235,475,1,deepseek-coder-6.7b-instruct
236,476,0,deepseek-coder-6.7b-instruct
237,477,0,deepseek-coder-6.7b-instruct
238,478,1,deepseek-coder-6.7b-instruct
239,47,0,deepseek-coder-6.7b-instruct
240,481,1,deepseek-coder-6.7b-instruct
241,482,1,deepseek-coder-6.7b-instruct
242,483,1,deepseek-coder-6.7b-instruct
243,485,1,deepseek-coder-6.7b-instruct
244,486,0,deepseek-coder-6.7b-instruct
245,487,0,deepseek-coder-6.7b-instruct
246,488,1,deepseek-coder-6.7b-instruct
247,490,1,deepseek-coder-6.7b-instruct
248,491,1,deepseek-coder-6.7b-instruct
249,492,0,deepseek-coder-6.7b-instruct
250,493,1,deepseek-coder-6.7b-instruct
251,494,0,deepseek-coder-6.7b-instruct
252,495,0,deepseek-coder-6.7b-instruct
253,496,0,deepseek-coder-6.7b-instruct
254,498,0,deepseek-coder-6.7b-instruct
255,499,1,deepseek-coder-6.7b-instruct
256,500,0,deepseek-coder-6.7b-instruct
257,501,0,deepseek-coder-6.7b-instruct
258,505,0,deepseek-coder-6.7b-instruct
259,506,1,deepseek-coder-6.7b-instruct
260,507,0,deepseek-coder-6.7b-instruct
261,509,0,deepseek-coder-6.7b-instruct
262,510,0,deepseek-coder-6.7b-instruct
263,511,0,deepseek-coder-6.7b-instruct
264,512,0,deepseek-coder-6.7b-instruct
265,513,1,deepseek-coder-6.7b-instruct
266,514,0,deepseek-coder-6.7b-instruct
267,515,0,deepseek-coder-6.7b-instruct
268,516,0,deepseek-coder-6.7b-instruct
269,517,0,deepseek-coder-6.7b-instruct
270,518,0,deepseek-coder-6.7b-instruct
271,519,0,deepseek-coder-6.7b-instruct
272,51,1,deepseek-coder-6.7b-instruct
273,520,0,deepseek-coder-6.7b-instruct
274,521,1,deepseek-coder-6.7b-instruct
275,522,0,deepseek-coder-6.7b-instruct
276,523,0,deepseek-coder-6.7b-instruct
277,524,0,deepseek-coder-6.7b-instruct
278,525,0,deepseek-coder-6.7b-instruct
279,526,0,deepseek-coder-6.7b-instruct
280,527,0,deepseek-coder-6.7b-instruct
281,528,1,deepseek-coder-6.7b-instruct
282,529,1,deepseek-coder-6.7b-instruct
283,52,0,deepseek-coder-6.7b-instruct
284,530,0,deepseek-coder-6.7b-instruct
285,532,0,deepseek-coder-6.7b-instruct
286,533,0,deepseek-coder-6.7b-instruct
287,534,1,deepseek-coder-6.7b-instruct
288,535,0,deepseek-coder-6.7b-instruct
289,536,1,deepseek-coder-6.7b-instruct
290,537,1,deepseek-coder-6.7b-instruct
291,53,0,deepseek-coder-6.7b-instruct
292,540,0,deepseek-coder-6.7b-instruct
293,541,1,deepseek-coder-6.7b-instruct
294,542,1,deepseek-coder-6.7b-instruct
295,543,0,deepseek-coder-6.7b-instruct
296,544,0,deepseek-coder-6.7b-instruct
297,545,0,deepseek-coder-6.7b-instruct
298,546,0,deepseek-coder-6.7b-instruct
299,547,0,deepseek-coder-6.7b-instruct
300,548,0,deepseek-coder-6.7b-instruct
301,549,0,deepseek-coder-6.7b-instruct
302,54,1,deepseek-coder-6.7b-instruct
303,550,0,deepseek-coder-6.7b-instruct
304,551,0,deepseek-coder-6.7b-instruct
305,552,0,deepseek-coder-6.7b-instruct
306,555,0,deepseek-coder-6.7b-instruct
307,557,0,deepseek-coder-6.7b-instruct
308,558,0,deepseek-coder-6.7b-instruct
309,559,0,deepseek-coder-6.7b-instruct
310,55,1,deepseek-coder-6.7b-instruct
311,560,0,deepseek-coder-6.7b-instruct
312,565,0,deepseek-coder-6.7b-instruct
313,566,1,deepseek-coder-6.7b-instruct
314,567,1,deepseek-coder-6.7b-instruct
315,569,0,deepseek-coder-6.7b-instruct
316,56,0,deepseek-coder-6.7b-instruct
317,571,1,deepseek-coder-6.7b-instruct
318,575,0,deepseek-coder-6.7b-instruct
319,576,0,deepseek-coder-6.7b-instruct
320,577,0,deepseek-coder-6.7b-instruct
321,578,0,deepseek-coder-6.7b-instruct
322,57,1,deepseek-coder-6.7b-instruct
323,581,1,deepseek-coder-6.7b-instruct
324,582,1,deepseek-coder-6.7b-instruct
325,583,1,deepseek-coder-6.7b-instruct
326,584,1,deepseek-coder-6.7b-instruct
327,585,0,deepseek-coder-6.7b-instruct
328,586,0,deepseek-coder-6.7b-instruct
329,589,0,deepseek-coder-6.7b-instruct
330,58,0,deepseek-coder-6.7b-instruct
331,590,1,deepseek-coder-6.7b-instruct
332,592,1,deepseek-coder-6.7b-instruct
333,594,0,deepseek-coder-6.7b-instruct
334,595,0,deepseek-coder-6.7b-instruct
335,597,0,deepseek-coder-6.7b-instruct
336,598,1,deepseek-coder-6.7b-instruct
337,599,1,deepseek-coder-6.7b-instruct
338,59,0,deepseek-coder-6.7b-instruct
339,5,0,deepseek-coder-6.7b-instruct
340,601,1,deepseek-coder-6.7b-instruct
341,603,0,deepseek-coder-6.7b-instruct
342,604,0,deepseek-coder-6.7b-instruct
343,605,1,deepseek-coder-6.7b-instruct
344,606,0,deepseek-coder-6.7b-instruct
345,608,1,deepseek-coder-6.7b-instruct
346,609,0,deepseek-coder-6.7b-instruct
347,60,0,deepseek-coder-6.7b-instruct
348,611,0,deepseek-coder-6.7b-instruct
349,612,0,deepseek-coder-6.7b-instruct
350,614,0,deepseek-coder-6.7b-instruct
351,615,0,deepseek-coder-6.7b-instruct
352,616,1,deepseek-coder-6.7b-instruct
353,617,0,deepseek-coder-6.7b-instruct
354,625,1,deepseek-coder-6.7b-instruct
355,626,0,deepseek-coder-6.7b-instruct
356,628,1,deepseek-coder-6.7b-instruct
357,62,0,deepseek-coder-6.7b-instruct
358,630,0,deepseek-coder-6.7b-instruct
359,631,0,deepseek-coder-6.7b-instruct
360,632,0,deepseek-coder-6.7b-instruct
361,633,0,deepseek-coder-6.7b-instruct
362,63,1,deepseek-coder-6.7b-instruct
363,64,1,deepseek-coder-6.7b-instruct
364,65,0,deepseek-coder-6.7b-instruct
365,66,0,deepseek-coder-6.7b-instruct
366,67,1,deepseek-coder-6.7b-instruct
367,68,0,deepseek-coder-6.7b-instruct
368,6,1,deepseek-coder-6.7b-instruct
369,70,1,deepseek-coder-6.7b-instruct
370,71,1,deepseek-coder-6.7b-instruct
371,72,0,deepseek-coder-6.7b-instruct
372,73,0,deepseek-coder-6.7b-instruct
373,74,1,deepseek-coder-6.7b-instruct
374,75,1,deepseek-coder-6.7b-instruct
375,76,0,deepseek-coder-6.7b-instruct
376,77,1,deepseek-coder-6.7b-instruct
377,78,0,deepseek-coder-6.7b-instruct
378,79,1,deepseek-coder-6.7b-instruct
379,80,1,deepseek-coder-6.7b-instruct
380,81,0,deepseek-coder-6.7b-instruct
381,82,0,deepseek-coder-6.7b-instruct
382,83,0,deepseek-coder-6.7b-instruct
383,84,1,deepseek-coder-6.7b-instruct
384,85,0,deepseek-coder-6.7b-instruct
385,86,0,deepseek-coder-6.7b-instruct
386,87,1,deepseek-coder-6.7b-instruct
387,88,1,deepseek-coder-6.7b-instruct
388,89,1,deepseek-coder-6.7b-instruct
389,8,0,deepseek-coder-6.7b-instruct
390,92,0,deepseek-coder-6.7b-instruct
391,93,0,deepseek-coder-6.7b-instruct
392,95,0,deepseek-coder-6.7b-instruct
393,96,1,deepseek-coder-6.7b-instruct
394,97,0,deepseek-coder-6.7b-instruct
395,99,0,deepseek-coder-6.7b-instruct
396,9,0,deepseek-coder-6.7b-instruct
