task_id,result_return_code,model
603,0,deepseek_coder_api
204,0,deepseek_coder_api
630,0,deepseek_coder_api
392,0,deepseek_coder_api
601,0,deepseek_coder_api
611,0,deepseek_coder_api
99,0,deepseek_coder_api
558,0,deepseek_coder_api
557,0,deepseek_coder_api
606,0,deepseek_coder_api
315,0,deepseek_coder_api
36,0,deepseek_coder_api
566,0,deepseek_coder_api
188,0,deepseek_coder_api
282,0,deepseek_coder_api
541,0,deepseek_coder_api
450,0,deepseek_coder_api
62,0,deepseek_coder_api
547,0,deepseek_coder_api
559,0,deepseek_coder_api
167,0,deepseek_coder_api
534,0,deepseek_coder_api
177,0,deepseek_coder_api
540,0,deepseek_coder_api
12,0,deepseek_coder_api
115,0,deepseek_coder_api
137,0,deepseek_coder_api
17,0,deepseek_coder_api
300,0,deepseek_coder_api
220,0,deepseek_coder_api
100,0,deepseek_coder_api
322,0,deepseek_coder_api
135,0,deepseek_coder_api
110,0,deepseek_coder_api
604,0,deepseek_coder_api
431,0,deepseek_coder_api
9,0,deepseek_coder_api
8,1,deepseek_coder_api
119,0,deepseek_coder_api
88,1,deepseek_coder_api
74,1,deepseek_coder_api
72,1,deepseek_coder_api
70,1,deepseek_coder_api
631,1,deepseek_coder_api
64,1,deepseek_coder_api
628,1,deepseek_coder_api
612,1,deepseek_coder_api
598,0,deepseek_coder_api
633,1,deepseek_coder_api
59,1,deepseek_coder_api
552,0,deepseek_coder_api
626,1,deepseek_coder_api
625,1,deepseek_coder_api
570,1,deepseek_coder_api
60,1,deepseek_coder_api
56,0,deepseek_coder_api
565,0,deepseek_coder_api
528,1,deepseek_coder_api
54,1,deepseek_coder_api
535,0,deepseek_coder_api
555,1,deepseek_coder_api
520,0,deepseek_coder_api
57,1,deepseek_coder_api
527,0,deepseek_coder_api
55,1,deepseek_coder_api
551,1,deepseek_coder_api
524,1,deepseek_coder_api
492,0,deepseek_coder_api
514,0,deepseek_coder_api
498,0,deepseek_coder_api
511,1,deepseek_coder_api
512,0,deepseek_coder_api
496,0,deepseek_coder_api
509,1,deepseek_coder_api
5,0,deepseek_coder_api
460,0,deepseek_coder_api
488,1,deepseek_coder_api
468,1,deepseek_coder_api
465,1,deepseek_coder_api
483,1,deepseek_coder_api
471,1,deepseek_coder_api
451,1,deepseek_coder_api
427,1,deepseek_coder_api
449,1,deepseek_coder_api
423,1,deepseek_coder_api
485,1,deepseek_coder_api
420,1,deepseek_coder_api
443,1,deepseek_coder_api
414,1,deepseek_coder_api
445,1,deepseek_coder_api
46,1,deepseek_coder_api
386,1,deepseek_coder_api
366,1,deepseek_coder_api
413,1,deepseek_coder_api
390,1,deepseek_coder_api
334,0,deepseek_coder_api
37,1,deepseek_coder_api
358,0,deepseek_coder_api
348,0,deepseek_coder_api
291,1,deepseek_coder_api
341,0,deepseek_coder_api
306,1,deepseek_coder_api
27,1,deepseek_coder_api
262,1,deepseek_coder_api
266,1,deepseek_coder_api
267,0,deepseek_coder_api
264,1,deepseek_coder_api
255,1,deepseek_coder_api
25,1,deepseek_coder_api
241,1,deepseek_coder_api
248,1,deepseek_coder_api
250,1,deepseek_coder_api
240,1,deepseek_coder_api
231,1,deepseek_coder_api
215,1,deepseek_coder_api
234,1,deepseek_coder_api
226,1,deepseek_coder_api
92,1,deepseek_coder_api
224,1,deepseek_coder_api
232,0,deepseek_coder_api
230,0,deepseek_coder_api
249,1,deepseek_coder_api
260,1,deepseek_coder_api
181,1,deepseek_coder_api
184,1,deepseek_coder_api
189,1,deepseek_coder_api
156,0,deepseek_coder_api
179,1,deepseek_coder_api
162,0,deepseek_coder_api
227,1,deepseek_coder_api
169,0,deepseek_coder_api
152,1,deepseek_coder_api
168,0,deepseek_coder_api
197,0,deepseek_coder_api
155,0,deepseek_coder_api
151,1,deepseek_coder_api
146,0,deepseek_coder_api
140,0,deepseek_coder_api
148,1,deepseek_coder_api
13,0,deepseek_coder_api
21,1,deepseek_coder_api
130,0,deepseek_coder_api
112,0,deepseek_coder_api
106,0,deepseek_coder_api
125,1,deepseek_coder_api
111,1,deepseek_coder_api
313,1,deepseek_coder_api
113,0,deepseek_coder_api
120,0,deepseek_coder_api
