task_id,result_return_code,model_name
250,1,deepseek-coder-6.7b-instruct
252,1,deepseek-coder-6.7b-instruct
253,1,deepseek-coder-6.7b-instruct
255,0,deepseek-coder-6.7b-instruct
256,1,deepseek-coder-6.7b-instruct
258,1,deepseek-coder-6.7b-instruct
259,0,deepseek-coder-6.7b-instruct
260,1,deepseek-coder-6.7b-instruct
262,0,deepseek-coder-6.7b-instruct
263,0,deepseek-coder-6.7b-instruct
264,1,deepseek-coder-6.7b-instruct
266,1,deepseek-coder-6.7b-instruct
267,1,deepseek-coder-6.7b-instruct
268,0,deepseek-coder-6.7b-instruct
269,0,deepseek-coder-6.7b-instruct
281,0,deepseek-coder-6.7b-instruct
282,0,deepseek-coder-6.7b-instruct
286,1,deepseek-coder-6.7b-instruct
290,1,deepseek-coder-6.7b-instruct
291,0,deepseek-coder-6.7b-instruct
366,0,deepseek-coder-6.7b-instruct
369,1,deepseek-coder-6.7b-instruct
370,1,deepseek-coder-6.7b-instruct
380,0,deepseek-coder-6.7b-instruct
381,1,deepseek-coder-6.7b-instruct
386,0,deepseek-coder-6.7b-instruct
390,1,deepseek-coder-6.7b-instruct
392,0,deepseek-coder-6.7b-instruct
395,1,deepseek-coder-6.7b-instruct
396,0,deepseek-coder-6.7b-instruct
398,1,deepseek-coder-6.7b-instruct
401,0,deepseek-coder-6.7b-instruct
404,0,deepseek-coder-6.7b-instruct
405,0,deepseek-coder-6.7b-instruct
406,1,deepseek-coder-6.7b-instruct
410,1,deepseek-coder-6.7b-instruct
413,1,deepseek-coder-6.7b-instruct
414,1,deepseek-coder-6.7b-instruct
420,1,deepseek-coder-6.7b-instruct
423,0,deepseek-coder-6.7b-instruct
424,0,deepseek-coder-6.7b-instruct
427,1,deepseek-coder-6.7b-instruct
428,1,deepseek-coder-6.7b-instruct
430,0,deepseek-coder-6.7b-instruct
431,0,deepseek-coder-6.7b-instruct
433,1,deepseek-coder-6.7b-instruct
438,0,deepseek-coder-6.7b-instruct
442,0,deepseek-coder-6.7b-instruct
443,1,deepseek-coder-6.7b-instruct
444,1,deepseek-coder-6.7b-instruct
445,0,deepseek-coder-6.7b-instruct
451,0,deepseek-coder-6.7b-instruct
460,0,deepseek-coder-6.7b-instruct
461,0,deepseek-coder-6.7b-instruct
462,0,deepseek-coder-6.7b-instruct
463,0,deepseek-coder-6.7b-instruct
465,0,deepseek-coder-6.7b-instruct
468,0,deepseek-coder-6.7b-instruct
469,1,deepseek-coder-6.7b-instruct
470,1,deepseek-coder-6.7b-instruct
471,0,deepseek-coder-6.7b-instruct
474,1,deepseek-coder-6.7b-instruct
475,1,deepseek-coder-6.7b-instruct
476,1,deepseek-coder-6.7b-instruct
477,1,deepseek-coder-6.7b-instruct
478,0,deepseek-coder-6.7b-instruct
482,1,deepseek-coder-6.7b-instruct
483,1,deepseek-coder-6.7b-instruct
485,1,deepseek-coder-6.7b-instruct
486,0,deepseek-coder-6.7b-instruct
487,0,deepseek-coder-6.7b-instruct
488,1,deepseek-coder-6.7b-instruct
490,1,deepseek-coder-6.7b-instruct
491,1,deepseek-coder-6.7b-instruct
492,1,deepseek-coder-6.7b-instruct
493,1,deepseek-coder-6.7b-instruct
494,1,deepseek-coder-6.7b-instruct
495,0,deepseek-coder-6.7b-instruct
496,0,deepseek-coder-6.7b-instruct
498,0,deepseek-coder-6.7b-instruct
499,1,deepseek-coder-6.7b-instruct
500,1,deepseek-coder-6.7b-instruct
501,0,deepseek-coder-6.7b-instruct
505,1,deepseek-coder-6.7b-instruct
507,0,deepseek-coder-6.7b-instruct
509,0,deepseek-coder-6.7b-instruct
510,0,deepseek-coder-6.7b-instruct
511,0,deepseek-coder-6.7b-instruct
512,1,deepseek-coder-6.7b-instruct
513,0,deepseek-coder-6.7b-instruct
514,0,deepseek-coder-6.7b-instruct
515,0,deepseek-coder-6.7b-instruct
516,0,deepseek-coder-6.7b-instruct
517,0,deepseek-coder-6.7b-instruct
518,1,deepseek-coder-6.7b-instruct
519,0,deepseek-coder-6.7b-instruct
520,0,deepseek-coder-6.7b-instruct
521,1,deepseek-coder-6.7b-instruct
522,0,deepseek-coder-6.7b-instruct
523,0,deepseek-coder-6.7b-instruct
524,0,deepseek-coder-6.7b-instruct
525,1,deepseek-coder-6.7b-instruct
526,0,deepseek-coder-6.7b-instruct
527,1,deepseek-coder-6.7b-instruct
546,0,deepseek-coder-6.7b-instruct
547,0,deepseek-coder-6.7b-instruct
548,0,deepseek-coder-6.7b-instruct
549,1,deepseek-coder-6.7b-instruct
550,0,deepseek-coder-6.7b-instruct
551,0,deepseek-coder-6.7b-instruct
552,1,deepseek-coder-6.7b-instruct
555,1,deepseek-coder-6.7b-instruct
557,0,deepseek-coder-6.7b-instruct
558,0,deepseek-coder-6.7b-instruct
87,1,deepseek-coder-6.7b-instruct
88,1,deepseek-coder-6.7b-instruct
89,0,deepseek-coder-6.7b-instruct
92,0,deepseek-coder-6.7b-instruct
93,0,deepseek-coder-6.7b-instruct
95,0,deepseek-coder-6.7b-instruct
96,1,deepseek-coder-6.7b-instruct
97,0,deepseek-coder-6.7b-instruct
99,0,deepseek-coder-6.7b-instruct
100,1,deepseek-coder-6.7b-instruct
101,0,deepseek-coder-6.7b-instruct
103,1,deepseek-coder-6.7b-instruct
106,1,deepseek-coder-6.7b-instruct
107,0,deepseek-coder-6.7b-instruct
108,1,deepseek-coder-6.7b-instruct
109,0,deepseek-coder-6.7b-instruct
110,1,deepseek-coder-6.7b-instruct
112,1,deepseek-coder-6.7b-instruct
114,1,deepseek-coder-6.7b-instruct
115,0,deepseek-coder-6.7b-instruct
116,1,deepseek-coder-6.7b-instruct
117,1,deepseek-coder-6.7b-instruct
118,1,deepseek-coder-6.7b-instruct
120,0,deepseek-coder-6.7b-instruct
121,0,deepseek-coder-6.7b-instruct
122,1,deepseek-coder-6.7b-instruct
123,1,deepseek-coder-6.7b-instruct
124,0,deepseek-coder-6.7b-instruct
125,1,deepseek-coder-6.7b-instruct
127,1,deepseek-coder-6.7b-instruct
129,0,deepseek-coder-6.7b-instruct
130,1,deepseek-coder-6.7b-instruct
133,1,deepseek-coder-6.7b-instruct
134,1,deepseek-coder-6.7b-instruct
135,0,deepseek-coder-6.7b-instruct
138,0,deepseek-coder-6.7b-instruct
139,1,deepseek-coder-6.7b-instruct
292,1,deepseek-coder-6.7b-instruct
293,1,deepseek-coder-6.7b-instruct
298,1,deepseek-coder-6.7b-instruct
299,0,deepseek-coder-6.7b-instruct
305,0,deepseek-coder-6.7b-instruct
306,0,deepseek-coder-6.7b-instruct
308,0,deepseek-coder-6.7b-instruct
313,1,deepseek-coder-6.7b-instruct
315,0,deepseek-coder-6.7b-instruct
317,1,deepseek-coder-6.7b-instruct
318,0,deepseek-coder-6.7b-instruct
319,0,deepseek-coder-6.7b-instruct
320,1,deepseek-coder-6.7b-instruct
322,0,deepseek-coder-6.7b-instruct
323,0,deepseek-coder-6.7b-instruct
326,1,deepseek-coder-6.7b-instruct
447,0,deepseek-coder-6.7b-instruct
450,0,deepseek-coder-6.7b-instruct
528,1,deepseek-coder-6.7b-instruct
529,1,deepseek-coder-6.7b-instruct
530,0,deepseek-coder-6.7b-instruct
532,0,deepseek-coder-6.7b-instruct
533,0,deepseek-coder-6.7b-instruct
534,1,deepseek-coder-6.7b-instruct
535,1,deepseek-coder-6.7b-instruct
536,1,deepseek-coder-6.7b-instruct
537,1,deepseek-coder-6.7b-instruct
540,1,deepseek-coder-6.7b-instruct
541,1,deepseek-coder-6.7b-instruct
542,0,deepseek-coder-6.7b-instruct
543,0,deepseek-coder-6.7b-instruct
544,0,deepseek-coder-6.7b-instruct
545,0,deepseek-coder-6.7b-instruct
559,0,deepseek-coder-6.7b-instruct
560,0,deepseek-coder-6.7b-instruct
140,1,deepseek-coder-6.7b-instruct
142,0,deepseek-coder-6.7b-instruct
143,0,deepseek-coder-6.7b-instruct
144,0,deepseek-coder-6.7b-instruct
145,1,deepseek-coder-6.7b-instruct
146,1,deepseek-coder-6.7b-instruct
149,1,deepseek-coder-6.7b-instruct
150,1,deepseek-coder-6.7b-instruct
151,1,deepseek-coder-6.7b-instruct
153,1,deepseek-coder-6.7b-instruct
154,1,deepseek-coder-6.7b-instruct
155,1,deepseek-coder-6.7b-instruct
156,0,deepseek-coder-6.7b-instruct
157,0,deepseek-coder-6.7b-instruct
158,0,deepseek-coder-6.7b-instruct
159,0,deepseek-coder-6.7b-instruct
161,0,deepseek-coder-6.7b-instruct
162,0,deepseek-coder-6.7b-instruct
165,1,deepseek-coder-6.7b-instruct
166,0,deepseek-coder-6.7b-instruct
167,0,deepseek-coder-6.7b-instruct
168,1,deepseek-coder-6.7b-instruct
169,0,deepseek-coder-6.7b-instruct
331,0,deepseek-coder-6.7b-instruct
334,1,deepseek-coder-6.7b-instruct
341,0,deepseek-coder-6.7b-instruct
342,1,deepseek-coder-6.7b-instruct
565,0,deepseek-coder-6.7b-instruct
566,1,deepseek-coder-6.7b-instruct
567,1,deepseek-coder-6.7b-instruct
569,1,deepseek-coder-6.7b-instruct
571,1,deepseek-coder-6.7b-instruct
575,0,deepseek-coder-6.7b-instruct
576,0,deepseek-coder-6.7b-instruct
577,0,deepseek-coder-6.7b-instruct
578,0,deepseek-coder-6.7b-instruct
581,1,deepseek-coder-6.7b-instruct
582,1,deepseek-coder-6.7b-instruct
583,1,deepseek-coder-6.7b-instruct
584,1,deepseek-coder-6.7b-instruct
585,1,deepseek-coder-6.7b-instruct
586,1,deepseek-coder-6.7b-instruct
170,1,deepseek-coder-6.7b-instruct
173,0,deepseek-coder-6.7b-instruct
174,1,deepseek-coder-6.7b-instruct
175,1,deepseek-coder-6.7b-instruct
176,1,deepseek-coder-6.7b-instruct
177,0,deepseek-coder-6.7b-instruct
178,1,deepseek-coder-6.7b-instruct
179,1,deepseek-coder-6.7b-instruct
180,1,deepseek-coder-6.7b-instruct
181,0,deepseek-coder-6.7b-instruct
182,0,deepseek-coder-6.7b-instruct
348,1,deepseek-coder-6.7b-instruct
349,1,deepseek-coder-6.7b-instruct
350,0,deepseek-coder-6.7b-instruct
351,0,deepseek-coder-6.7b-instruct
352,1,deepseek-coder-6.7b-instruct
608,1,deepseek-coder-6.7b-instruct
609,0,deepseek-coder-6.7b-instruct
611,0,deepseek-coder-6.7b-instruct
612,0,deepseek-coder-6.7b-instruct
614,0,deepseek-coder-6.7b-instruct
615,0,deepseek-coder-6.7b-instruct
616,1,deepseek-coder-6.7b-instruct
617,1,deepseek-coder-6.7b-instruct
625,0,deepseek-coder-6.7b-instruct
626,0,deepseek-coder-6.7b-instruct
628,1,deepseek-coder-6.7b-instruct
630,0,deepseek-coder-6.7b-instruct
631,0,deepseek-coder-6.7b-instruct
632,1,deepseek-coder-6.7b-instruct
633,0,deepseek-coder-6.7b-instruct
183,1,deepseek-coder-6.7b-instruct
184,1,deepseek-coder-6.7b-instruct
187,0,deepseek-coder-6.7b-instruct
188,0,deepseek-coder-6.7b-instruct
189,0,deepseek-coder-6.7b-instruct
190,1,deepseek-coder-6.7b-instruct
191,1,deepseek-coder-6.7b-instruct
192,1,deepseek-coder-6.7b-instruct
193,1,deepseek-coder-6.7b-instruct
195,1,deepseek-coder-6.7b-instruct
196,1,deepseek-coder-6.7b-instruct
197,0,deepseek-coder-6.7b-instruct
198,0,deepseek-coder-6.7b-instruct
200,1,deepseek-coder-6.7b-instruct
202,1,deepseek-coder-6.7b-instruct
203,1,deepseek-coder-6.7b-instruct
204,0,deepseek-coder-6.7b-instruct
205,0,deepseek-coder-6.7b-instruct
206,1,deepseek-coder-6.7b-instruct
207,0,deepseek-coder-6.7b-instruct
208,1,deepseek-coder-6.7b-instruct
209,1,deepseek-coder-6.7b-instruct
210,1,deepseek-coder-6.7b-instruct
354,0,deepseek-coder-6.7b-instruct
355,0,deepseek-coder-6.7b-instruct
356,0,deepseek-coder-6.7b-instruct
357,0,deepseek-coder-6.7b-instruct
358,0,deepseek-coder-6.7b-instruct
359,1,deepseek-coder-6.7b-instruct
360,1,deepseek-coder-6.7b-instruct
361,1,deepseek-coder-6.7b-instruct
365,1,deepseek-coder-6.7b-instruct
481,1,deepseek-coder-6.7b-instruct
589,0,deepseek-coder-6.7b-instruct
590,1,deepseek-coder-6.7b-instruct
592,1,deepseek-coder-6.7b-instruct
594,0,deepseek-coder-6.7b-instruct
595,0,deepseek-coder-6.7b-instruct
597,0,deepseek-coder-6.7b-instruct
598,1,deepseek-coder-6.7b-instruct
599,1,deepseek-coder-6.7b-instruct
601,1,deepseek-coder-6.7b-instruct
603,0,deepseek-coder-6.7b-instruct
604,0,deepseek-coder-6.7b-instruct
605,1,deepseek-coder-6.7b-instruct
606,0,deepseek-coder-6.7b-instruct
