task_id,result_return_code,model_name
445,1,gpt-3.5-turbo
451,1,gpt-3.5-turbo
460,0,gpt-3.5-turbo
462,0,gpt-3.5-turbo
465,1,gpt-3.5-turbo
468,0,gpt-3.5-turbo
469,0,gpt-3.5-turbo
470,0,gpt-3.5-turbo
471,0,gpt-3.5-turbo
474,0,gpt-3.5-turbo
475,0,gpt-3.5-turbo
476,1,gpt-3.5-turbo
482,1,gpt-3.5-turbo
483,0,gpt-3.5-turbo
485,1,gpt-3.5-turbo
486,1,gpt-3.5-turbo
487,0,gpt-3.5-turbo
488,0,gpt-3.5-turbo
490,0,gpt-3.5-turbo
492,0,gpt-3.5-turbo
493,1,gpt-3.5-turbo
494,0,gpt-3.5-turbo
495,1,gpt-3.5-turbo
496,0,gpt-3.5-turbo
498,0,gpt-3.5-turbo
499,0,gpt-3.5-turbo
500,1,gpt-3.5-turbo
501,0,gpt-3.5-turbo
505,1,gpt-3.5-turbo
506,1,gpt-3.5-turbo
507,0,gpt-3.5-turbo
509,1,gpt-3.5-turbo
510,0,gpt-3.5-turbo
511,1,gpt-3.5-turbo
512,1,gpt-3.5-turbo
513,0,gpt-3.5-turbo
514,1,gpt-3.5-turbo
515,0,gpt-3.5-turbo
516,1,gpt-3.5-turbo
517,0,gpt-3.5-turbo
518,0,gpt-3.5-turbo
519,0,gpt-3.5-turbo
520,1,gpt-3.5-turbo
521,1,gpt-3.5-turbo
522,1,gpt-3.5-turbo
523,0,gpt-3.5-turbo
524,0,gpt-3.5-turbo
525,1,gpt-3.5-turbo
526,0,gpt-3.5-turbo
527,0,gpt-3.5-turbo
527,1,gpt-3.5-turbo
527,0,gpt-3.5-turbo
552,1,gpt-3.5-turbo
555,0,gpt-3.5-turbo
557,1,gpt-3.5-turbo
558,1,gpt-3.5-turbo
87,1,gpt-3.5-turbo
88,1,gpt-3.5-turbo
89,0,gpt-3.5-turbo
92,1,gpt-3.5-turbo
93,1,gpt-3.5-turbo
95,0,gpt-3.5-turbo
96,1,gpt-3.5-turbo
97,0,gpt-3.5-turbo
99,0,gpt-3.5-turbo
100,1,gpt-3.5-turbo
101,1,gpt-3.5-turbo
103,1,gpt-3.5-turbo
106,1,gpt-3.5-turbo
107,1,gpt-3.5-turbo
108,0,gpt-3.5-turbo
109,0,gpt-3.5-turbo
110,0,gpt-3.5-turbo
112,1,gpt-3.5-turbo
113,1,gpt-3.5-turbo
114,0,gpt-3.5-turbo
115,0,gpt-3.5-turbo
116,1,gpt-3.5-turbo
117,0,gpt-3.5-turbo
118,0,gpt-3.5-turbo
119,0,gpt-3.5-turbo
120,1,gpt-3.5-turbo
121,0,gpt-3.5-turbo
122,0,gpt-3.5-turbo
123,1,gpt-3.5-turbo
124,0,gpt-3.5-turbo
125,1,gpt-3.5-turbo
127,1,gpt-3.5-turbo
129,1,gpt-3.5-turbo
130,1,gpt-3.5-turbo
133,1,gpt-3.5-turbo
134,1,gpt-3.5-turbo
135,0,gpt-3.5-turbo
137,0,gpt-3.5-turbo
138,0,gpt-3.5-turbo
139,1,gpt-3.5-turbo
292,1,gpt-3.5-turbo
293,1,gpt-3.5-turbo
298,1,gpt-3.5-turbo
299,1,gpt-3.5-turbo
300,1,gpt-3.5-turbo
305,1,gpt-3.5-turbo
306,1,gpt-3.5-turbo
308,0,gpt-3.5-turbo
313,1,gpt-3.5-turbo
315,0,gpt-3.5-turbo
317,0,gpt-3.5-turbo
318,0,gpt-3.5-turbo
319,0,gpt-3.5-turbo
320,0,gpt-3.5-turbo
322,0,gpt-3.5-turbo
323,0,gpt-3.5-turbo
326,1,gpt-3.5-turbo
447,1,gpt-3.5-turbo
449,0,gpt-3.5-turbo
450,0,gpt-3.5-turbo
528,1,gpt-3.5-turbo
529,0,gpt-3.5-turbo
530,0,gpt-3.5-turbo
532,0,gpt-3.5-turbo
533,0,gpt-3.5-turbo
534,0,gpt-3.5-turbo
535,0,gpt-3.5-turbo
536,0,gpt-3.5-turbo
537,0,gpt-3.5-turbo
540,0,gpt-3.5-turbo
541,0,gpt-3.5-turbo
542,0,gpt-3.5-turbo
543,0,gpt-3.5-turbo
544,0,gpt-3.5-turbo
545,0,gpt-3.5-turbo
559,1,gpt-3.5-turbo
560,0,gpt-3.5-turbo
140,1,gpt-3.5-turbo
141,1,gpt-3.5-turbo
142,1,gpt-3.5-turbo
143,0,gpt-3.5-turbo
144,0,gpt-3.5-turbo
145,1,gpt-3.5-turbo
146,0,gpt-3.5-turbo
147,1,gpt-3.5-turbo
148,0,gpt-3.5-turbo
150,0,gpt-3.5-turbo
151,1,gpt-3.5-turbo
152,1,gpt-3.5-turbo
153,1,gpt-3.5-turbo
154,1,gpt-3.5-turbo
155,0,gpt-3.5-turbo
156,0,gpt-3.5-turbo
157,1,gpt-3.5-turbo
158,0,gpt-3.5-turbo
159,0,gpt-3.5-turbo
160,1,gpt-3.5-turbo
161,0,gpt-3.5-turbo
162,0,gpt-3.5-turbo
163,0,gpt-3.5-turbo
164,0,gpt-3.5-turbo
165,0,gpt-3.5-turbo
166,0,gpt-3.5-turbo
167,0,gpt-3.5-turbo
168,0,gpt-3.5-turbo
169,0,gpt-3.5-turbo
331,0,gpt-3.5-turbo
334,1,gpt-3.5-turbo
341,1,gpt-3.5-turbo
342,1,gpt-3.5-turbo
343,1,gpt-3.5-turbo
565,0,gpt-3.5-turbo
566,0,gpt-3.5-turbo
567,1,gpt-3.5-turbo
569,0,gpt-3.5-turbo
570,1,gpt-3.5-turbo
571,1,gpt-3.5-turbo
572,1,gpt-3.5-turbo
575,0,gpt-3.5-turbo
576,1,gpt-3.5-turbo
577,0,gpt-3.5-turbo
578,1,gpt-3.5-turbo
581,1,gpt-3.5-turbo
582,0,gpt-3.5-turbo
583,1,gpt-3.5-turbo
584,1,gpt-3.5-turbo
585,1,gpt-3.5-turbo
586,1,gpt-3.5-turbo
170,1,gpt-3.5-turbo
173,1,gpt-3.5-turbo
174,1,gpt-3.5-turbo
176,1,gpt-3.5-turbo
177,0,gpt-3.5-turbo
178,1,gpt-3.5-turbo
179,1,gpt-3.5-turbo
180,0,gpt-3.5-turbo
181,0,gpt-3.5-turbo
348,0,gpt-3.5-turbo
349,0,gpt-3.5-turbo
350,0,gpt-3.5-turbo
352,0,gpt-3.5-turbo
609,0,gpt-3.5-turbo
611,0,gpt-3.5-turbo
612,1,gpt-3.5-turbo
614,0,gpt-3.5-turbo
615,0,gpt-3.5-turbo
616,1,gpt-3.5-turbo
625,1,gpt-3.5-turbo
626,1,gpt-3.5-turbo
628,1,gpt-3.5-turbo
630,0,gpt-3.5-turbo
631,1,gpt-3.5-turbo
632,1,gpt-3.5-turbo
633,1,gpt-3.5-turbo
183,1,gpt-3.5-turbo
184,1,gpt-3.5-turbo
187,0,gpt-3.5-turbo
188,1,gpt-3.5-turbo
189,0,gpt-3.5-turbo
190,1,gpt-3.5-turbo
191,0,gpt-3.5-turbo
196,1,gpt-3.5-turbo
197,0,gpt-3.5-turbo
198,0,gpt-3.5-turbo
200,1,gpt-3.5-turbo
202,0,gpt-3.5-turbo
203,1,gpt-3.5-turbo
204,0,gpt-3.5-turbo
205,0,gpt-3.5-turbo
206,0,gpt-3.5-turbo
207,0,gpt-3.5-turbo
209,0,gpt-3.5-turbo
210,0,gpt-3.5-turbo
354,0,gpt-3.5-turbo
355,0,gpt-3.5-turbo
356,0,gpt-3.5-turbo
357,0,gpt-3.5-turbo
358,0,gpt-3.5-turbo
365,0,gpt-3.5-turbo
481,0,gpt-3.5-turbo
589,0,gpt-3.5-turbo
590,1,gpt-3.5-turbo
592,0,gpt-3.5-turbo
594,0,gpt-3.5-turbo
595,0,gpt-3.5-turbo
597,0,gpt-3.5-turbo
598,0,gpt-3.5-turbo
599,0,gpt-3.5-turbo
601,0,gpt-3.5-turbo
603,0,gpt-3.5-turbo
604,0,gpt-3.5-turbo
605,0,gpt-3.5-turbo
606,0,gpt-3.5-turbo
